Id_studenta;Imie;Nazwisko;Uczelnia;;Miejsce_zam;Rok_studiow;Dochod_na_osobe;kod_pocztowy;miejsce_zam;;kod_pocztowy;miejsce_zam;id_uczelni;id_miasta;
1214;Tomasz;Adamiecki;Akademia Sztuk Pięknych;#N/D;Głuchołazy 30-136;II;661;30-136;Głuchołazy;;30-136;Głuchołazy;1;45;
1215;Dominik;Rolla;Uniwersytet Królewski;10;Gryfice 51-783;I;3078;51-783;Gryfice;;51-783;Gryfice;5;50;
1216;Beata;Podlaska;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;354;72-241;Katowice;;72-241;Katowice;2;71;
1217;Boguslaw;Olszewski;Politechnika Informatyczno-Elektroniczna;10;Chełm 37-997;II;1256;37-997;Chełm;;37-997;Chełm;2;20;
1218;Alicja;Strojna;Politechnika Informatyczno-Elektroniczna;10;Będzin 69-501;I;2838;69-501;Będzin;;69-501;Będzin;2;7;
1219;Anna;Konieczna;Uniwersytet Pedagogiczny;10;Wrocław 62-182;III;992;62-182;Wrocław;;62-182;Wrocław;7;209;
1220;Jadwiga;Przybylska;Uniwersytet Królewski;10;Sośnicowice 15-658;I;2199;15-658;Sośnicowice;;15-658;Sośnicowice;5;171;
1221;Adrian;Banaszczyk;Uniwersytet Królewski;10;Julianka 95-306;I;697;95-306;Julianka;;95-306;Julianka;5;68;
1222;Anna;Mikocka;Politechnika Informatyczno-Elektroniczna;10;Siedlce 14-461;II;1680;14-461;Siedlce;;14-461;Siedlce;2;161;
1223;Karol;Abramczyk;Politechnika Informatyczno-Elektroniczna;10;Sosnowiec 14-721;I;2638;14-721;Sosnowiec;;14-721;Sosnowiec;2;170;
1224;Anna;Miecznikowska;Wyższa Szkoła Techniczna;10;Rzeszów 89-735;V;955;89-735;Rzeszów;;89-735;Rzeszów;10;159;
1225;Beata;Ciechanowicz;Uniwersytet Ekonomiczny;10;Nowy Targ 84-043;V;1778;84-043;Nowy Targ;;84-043;Nowy Targ;4;125;
1226;Anna;Kaminska;Politechnika Królewska;10;Bożewo 94-896;IV;1960;94-896;Bożewo;;94-896;Bożewo;3;13;
1227;Piotr;Jaworski;Politechnika Informatyczno-Elektroniczna;10;Pyrzowice 49-345;I;2303;49-345;Pyrzowice;;49-345;Pyrzowice;2;150;
1228;Daniel;Felinski;Politechnika Informatyczno-Elektroniczna;10;Sosnowiec 14-721;I;2268;14-721;Sosnowiec;;14-721;Sosnowiec;2;170;
1229;Natalia;Sobolewska;Politechnika Królewska;10;Jędrzejów 62-049;I;2408;62-049;Jędrzejów;;62-049;Jędrzejów;3;66;
1230;Tomasz;Wozniak;Politechnika Informatyczno-Elektroniczna;10;Sławków 42-081;III;1695;42-081;Sławków;;42-081;Sławków;2;167;
1231;Zofia;Sikora;Uniwersytet Królewski;10;Głuchołazy 30-136;II;1866;30-136;Głuchołazy;;30-136;Głuchołazy;5;45;
1232;Helena;Bliszczyk;Politechnika Informatyczno-Elektroniczna;10;Miechów 47-553;I;2104;47-553;Miechów;;47-553;Miechów;2;111;
1233;Kacper;Klimka;Uniwersytet Ekonomiczny;10;Witonia 21-857;IV;2072;21-857;Witonia;;21-857;Witonia;4;203;
1234;Ewelia;Basiak;Politechnika Królewska;10;Siewierz 65-885;I;1994;65-885;Siewierz;;65-885;Siewierz;3;164;
1235;Piotr;Nowak ;Politechnika Królewska;10;Tarnobrzeg 85-266;II;3039;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;3;185;
1236;Ewa;Biel;Politechnika Królewska;10;Lędziny 27-535;I;2416;27-535;Lędziny;;27-535;Lędziny;3;99;
1237;Dominik;Balik;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;II;1068;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
1238;Marcin;Kowalski;Uniwersytet Królewski;10;Szczyrk 75-361;V;3197;75-361;Szczyrk;;75-361;Szczyrk;5;180;
1239;Izaak;Gawron;Uniwersytet Królewski;10;Tworóg 62-560;I;1231;62-560;Tworóg;;62-560;Tworóg;5;192;
1240;Michal;Piwonski;Uniwersytet Królewski;10;Lubliniec 14-322;I;2417;14-322;Lubliniec;;14-322;Lubliniec;5;104;
1241;Joanna;Nowak;Uniwersytet Rolniczy;10;Dobre Miasto 52-964;I;2178;52-964;Dobre Miasto;;52-964;Dobre Miasto;8;35;
1242;Ewa;Niewiarowska;Uniwersytet Królewski;10;Rzeszów 89-735;I;2722;89-735;Rzeszów;;89-735;Rzeszów;5;159;
1243;Walenty;Rutkowski;Uniwersytet Królewski;10;Wadowice 47-222;IV;890;47-222;Wadowice;;47-222;Wadowice;5;195;
1244;Roman;Jarosz;Uniwersytet Rolniczy;10;Kępice 66-251;III;2129;66-251;Kępice;;66-251;Kępice;8;74;
1245;Lukasz;Kotala;Politechnika Królewska;10;Kościan 26-594;II;653;26-594;Kościan;;26-594;Kościan;3;86;
1246;Bartlomiej;Konny;Uniwersytet Królewski;10;Chełm 37-997;IV;2964;37-997;Chełm;;37-997;Chełm;5;20;
1247;Janina;Giza;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;I;3335;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
1248;Dorota;Chojnacka;Politechnika Informatyczno-Elektroniczna;10;Lubliniec 14-322;III;2107;14-322;Lubliniec;;14-322;Lubliniec;2;104;
1249;Bogdan;Nowakowski;Politechnika Królewska;10;Zabrze 91-525;I;1290;91-525;Zabrze;;91-525;Zabrze;3;211;
1250;Pawel;Krol;Politechnika Królewska;10;Wodzisław Sląski 83-544;V;1109;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;3;206;
1251;Henryk;Walczak;Politechnika Królewska;10;Szczekociny 66-008;III;3035;66-008;Szczekociny;;66-008;Szczekociny;3;179;
1252;Stefan;Tomkow;Uniwersytet Królewski;10;Rybnik 24-983;II;3197;24-983;Rybnik;;24-983;Rybnik;5;158;
1253;Ireneusz;Banaszkiewicz;Uniwersytet Sportu i Turystyki;10;Gierałtowice 04-834;I;1251;04-834;Gierałtowice;;04-834;Gierałtowice;9;42;
1254;Zofia;Gala;Politechnika Królewska;10;Zawiercie 58-922;II;2861;58-922;Zawiercie;;58-922;Zawiercie;3;215;
1255;Juliusz;Linek;Politechnika Informatyczno-Elektroniczna;10;Kleszczów 18-459;I;1244;18-459;Kleszczów;;18-459;Kleszczów;2;76;
1256;Franciszek;Kosiorowski;Uniwersytet Królewski;10;Nowy Sącz 62-813;III;1470;62-813;Nowy Sącz;;62-813;Nowy Sącz;5;124;
1257;Anna;Sobol;Politechnika Informatyczno-Elektroniczna;10;Kuźnia Raciborska 78-122;I;1204;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;2;94;
1258;Dariusz;Reszczynski;Politechnika Informatyczno-Elektroniczna;10;Nysa 72-297;I;1048;72-297;Nysa;;72-297;Nysa;2;126;
1259;Karol;Furmanik;Uniwersytet Rolniczy;10;Rzeszów 89-735;I;2387;89-735;Rzeszów;;89-735;Rzeszów;8;159;
1260;Krystian;Pieniak;Politechnika Informatyczno-Elektroniczna;10;Siemianowice Sląskie 09-006;I;1949;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;2;162;
1261;Wladyslaw;Olcha;Uniwersytet Królewski;10;Toruń 90-535;III;1117;90-535;Toruń;;90-535;Toruń;5;190;
1262;Aleksandra;Majewska;Politechnika Królewska;10;Nowy Targ 84-043;I;2206;84-043;Nowy Targ;;84-043;Nowy Targ;3;125;
1263;Jan;Kowalewicz;Uniwersytet Królewski;10;Zabrodzie 71-608;I;2283;71-608;Zabrodzie;;71-608;Zabrodzie;5;210;
1264;Krystyna;Barszczyk;Politechnika Informatyczno-Elektroniczna;10;Sucha Beskidzka 98-902;I;2407;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;2;173;
1265;Lidia;Juzak;Politechnika Informatyczno-Elektroniczna;10;Sośnicowice 15-658;III;1073;15-658;Sośnicowice;;15-658;Sośnicowice;2;171;
1266;Joanna;Bilska;Politechnika Królewska;10;Kędzierzyn-Koźle 81-133;I;2807;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;3;73;
1267;Maciej;Cisasny;Politechnika Królewska;10;Pyrzowice 49-345;II;1739;49-345;Pyrzowice;;49-345;Pyrzowice;3;150;
1268;Malwina;Manna;Politechnika Królewska;10;Gliwice 11-608;III;3161;11-608;Gliwice;;11-608;Gliwice;3;43;
1269;Monika;Antoszewska;Politechnika Informatyczno-Elektroniczna;10;Zamość 99-773;I;2847;99-773;Zamość;;99-773;Zamość;2;214;
1270;Andrzej;Konik;Politechnika Informatyczno-Elektroniczna;10;Oświęcim 27-702;IV;1498;27-702;Oświęcim;;27-702;Oświęcim;2;135;
1271;Rafal;Kucharski;Wyższa Szkoła Techniczna;10;Tychy 76-939;II;1345;76-939;Tychy;;76-939;Tychy;10;193;
1272;Natalia;Rybinska;Politechnika Informatyczno-Elektroniczna;10;Lubliniec 14-322;I;2872;14-322;Lubliniec;;14-322;Lubliniec;2;104;
1273;Zygmunt;Jablonski;Politechnika Królewska;10;Sanok 71-890;IV;1185;71-890;Sanok;;71-890;Sanok;3;160;
1274;Jolanta;Tomczak;Akademia Sztuk Pięknych;#N/D;Strzelce Opolskie 60-596;I;3335;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;1;172;
1275;Andrzej;Kononowicz;Politechnika Królewska;10;Kogutek 99-754;IV;2730;99-754;Kogutek;;99-754;Kogutek;3;80;
1276;Zygmunt;Szczygielski;Politechnika Informatyczno-Elektroniczna;10;Nałęczów 83-630;II;2500;83-630;Nałęczów;;83-630;Nałęczów;2;123;
1277;Karolina;Michalec;Uniwersytet Królewski;10;Jasło 92-050;I;2797;92-050;Jasło;;92-050;Jasło;5;59;
1278;Marcin;Bydgoski;Politechnika Informatyczno-Elektroniczna;10;Bochnia 89-362;I;578;89-362;Bochnia;;89-362;Bochnia;2;12;
1279;Irena;Banaczek;Politechnika Królewska;10;Ruda Sląska 12-684;I;3085;12-684;Ruda Sląska;;12-684;Ruda Sląska;3;157;
1280;Adam;Bodny;Politechnika Informatyczno-Elektroniczna;10;Rzeszów 89-735;IV;1207;89-735;Rzeszów;;89-735;Rzeszów;2;159;
1281;Michal;Krzysztofinski;Uniwersytet Królewski;10;Sławków 42-081;V;2642;42-081;Sławków;;42-081;Sławków;5;167;
1282;Borys;Zimnowoda;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;1058;72-241;Katowice;;72-241;Katowice;2;71;
1283;Tadeusz;Sadowski;Uniwersytet Królewski;10;Cieszyn 68-101;II;1003;68-101;Cieszyn;;68-101;Cieszyn;5;25;
1284;Paulina;Chaberek;Politechnika Królewska;10;Świnoujskie 13-345;I;2806;13-345;Świnoujskie;;13-345;Świnoujskie;3;184;
1285;Izabella;Wlodarczak;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;I;1069;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
1286;Anna;Potocka;Uniwersytet Rolniczy;10;Zakopane 00-995;I;1593;00-995;Zakopane;;00-995;Zakopane;8;212;
1287;Jedrzej;Kurzawinskai;Uniwersytet Królewski;10;Jasło 92-050;V;3296;92-050;Jasło;;92-050;Jasło;5;59;
1288;Roksana;Sokolowska;Politechnika Informatyczno-Elektroniczna;10;Tychy 76-939;V;2430;76-939;Tychy;;76-939;Tychy;2;193;
1289;Malgorzata;Albert;Uniwersytet Królewski;10;Szczekociny 66-008;I;440;66-008;Szczekociny;;66-008;Szczekociny;5;179;
1290;Sabina;Krakowiak;Uniwersytet Królewski;10;Łazy 63-587;II;2800;63-587;Łazy;;63-587;Łazy;5;106;
1291;Tadeusz;Terlecki;Uniwersytet Królewski;10;Tarnobrzeg 85-266;II;546;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;5;185;
1292;Lech;Smolarz;Uniwersytet Królewski;10;Oborniki 33-160;I;1255;33-160;Oborniki;;33-160;Oborniki;5;127;
1293;Jacek;Huzar;Wyższa Szkoła Techniczna;10;Chorzów 97-545;V;1559;97-545;Chorzów;;97-545;Chorzów;10;21;
1294;Izabella;Wreczycka;Uniwersytet Rolniczy;10;Nowy Sącz 62-813;V;1873;62-813;Nowy Sącz;;62-813;Nowy Sącz;8;124;
1295;Dariusz;Kratka;Politechnika Królewska;10;Jastrzębie-Zdrój 51-394;I;2509;51-394;Jastrzębie-Zdrój;;51-394;Jastrzębie-Zdrój;3;60;
1296;Krystyna;Charkow;Politechnika Królewska;10;Koniaków 34-607;I;398;34-607;Koniaków;;34-607;Koniaków;3;82;
1297;Ewelina;Korczak;Uniwersytet Królewski;10;Wodzisław Sląski 83-544;I;2906;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;5;206;
1298;Mikolaj;Szala;Akademia Sztuk Pięknych;#N/D;Tarnobrzeg 85-266;I;2325;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;1;185;
1299;Dorota;Boszcz;Uniwersytet Królewski;10;Bielsk Podlaski 96-087;I;2162;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;5;11;
1300;Edmund;Malborski;Uniwersytet Rolniczy;10;Rzeszów 89-735;I;681;89-735;Rzeszów;;89-735;Rzeszów;8;159;
1301;Michalina;Mol;Politechnika Informatyczno-Elektroniczna;10;Nałęczów 83-630;IV;2081;83-630;Nałęczów;;83-630;Nałęczów;2;123;
1302;Marcin;Wolak;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;II;775;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
1303;Gorzegorz;Turek;Uniwersytet Królewski;10;Częstochowa 86-116;I;2498;86-116;Częstochowa;;86-116;Częstochowa;5;26;
1304;Alicja;Kwiecinska;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;I;632;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
1305;Alfred;Babalewski;Politechnika Informatyczno-Elektroniczna;10;Bytom 80-339;I;2451;80-339;Bytom;;80-339;Bytom;2;18;
1306;Matylda;Marzec;Uniwersytet Królewski;10;Kuźnia Raciborska 78-122;II;2995;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;5;94;
1307;Rafal;Ramotowski;Politechnika Informatyczno-Elektroniczna;10;Strzelce Opolskie 60-596;IV;861;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;2;172;
1308;Kinga;Pogoda;Politechnika Informatyczno-Elektroniczna;10;Gliwice 11-608;I;3213;11-608;Gliwice;;11-608;Gliwice;2;43;
1309;Kamil;Sokolowski;Uniwersytet Królewski;10;Cieszyn 68-101;V;1845;68-101;Cieszyn;;68-101;Cieszyn;5;25;
1310;Andrzej;Barabuk;Uniwersytet Ekonomiczny;10;Chorzów 97-545;I;1227;97-545;Chorzów;;97-545;Chorzów;4;21;
1311;Agnieszka;Kapuscinska;Politechnika Królewska;10;Nowy Targ 84-043;II;2227;84-043;Nowy Targ;;84-043;Nowy Targ;3;125;
1312;Edmund;Salezy;Uniwersytet Królewski;10;Rajcza 18-286;I;990;18-286;Rajcza;;18-286;Rajcza;5;155;
1313;Ryszard;Baranek;Uniwersytet Królewski;10;Ogrodniki 14-095;I;1047;14-095;Ogrodniki;;14-095;Ogrodniki;5;128;
1314;Tomasz;Krolikiewicz;Politechnika Informatyczno-Elektroniczna;10;Mysłowice 13-220;III;2856;13-220;Mysłowice;;13-220;Mysłowice;2;121;
1315;Wiktor;Holynski;Politechnika Informatyczno-Elektroniczna;10;Siemianowice Sląskie 09-006;V;2522;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;2;162;
1316;Kazimierz;Celejewski;Politechnika Informatyczno-Elektroniczna;10;Wisła 99-436;I;568;99-436;Wisła;;99-436;Wisła;2;202;
1317;Jaroslaw;Szturc;Politechnika Królewska;10;Racibórz 00-355;I;3131;00-355;Racibórz;;00-355;Racibórz;3;153;
1318;Kamil;Klimintowicz;Uniwersytet Królewski;10;Chyżne 76-235;III;2101;76-235;Chyżne;;76-235;Chyżne;5;22;
1319;Jerzy;Zambrowicz;Politechnika Informatyczno-Elektroniczna;10;Kety 36-844;I;515;36-844;Kety;;36-844;Kety;2;72;
1320;Jakub;Magielewski;Politechnika Informatyczno-Elektroniczna;10;Sieradz 62-407;I;3116;62-407;Sieradz;;62-407;Sieradz;2;163;
1321;Adrian;Misztal;Uniwersytet Królewski;10;Oświęcim 27-702;I;3349;27-702;Oświęcim;;27-702;Oświęcim;5;135;
1322;Maciej;Babicz;Uniwersytet Królewski;10;Ustroń 51-637;IV;1645;51-637;Ustroń;;51-637;Ustroń;5;194;
1323;Barbara;Barska;Uniwersytet Królewski;10;Ogrodzieniec 82-082;IV;1047;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;5;129;
1324;Krystyna;Boss;Uniwersytet Królewski;10;Brzesko 96-703;I;3040;96-703;Brzesko;;96-703;Brzesko;5;16;
1325;Tomasz;Hubisz;Uniwersytet Królewski;10;Pyrzowice 49-345;I;1470;49-345;Pyrzowice;;49-345;Pyrzowice;5;150;
1326;Eleonora;Gregoruk;Uniwersytet Królewski;10;Rybnik 24-983;I;1150;24-983;Rybnik;;24-983;Rybnik;5;158;
1327;Zbigniew;Rodek;Uniwersytet Pedagogiczny;10;Ruda Sląska 12-684;II;1357;12-684;Ruda Sląska;;12-684;Ruda Sląska;7;157;
1328;Wlodzislaw;Wojtowicz;Politechnika Królewska;10;Katowice 72-241;V;807;72-241;Katowice;;72-241;Katowice;3;71;
1329;Marek;Liderski;Uniwersytet Sportu i Turystyki;10;Świętochłowice 38-932;I;2536;38-932;Świętochłowice;;38-932;Świętochłowice;9;183;
1330;Zofia;Nowak ;Uniwersytet Królewski;10;Pyrzowice 49-345;I;434;49-345;Pyrzowice;;49-345;Pyrzowice;5;150;
1331;Karol;Banach;Uniwersytet Królewski;10;Wojkowice 84-273;I;2840;84-273;Wojkowice;;84-273;Wojkowice;5;207;
1332;Franciszek;Dziedzic;Uniwersytet Królewski;10;Walce 28-103;I;2312;28-103;Walce;;28-103;Walce;5;196;
1333;Mariola;Kucharska;Uniwersytet Królewski;10;Mikołów 96-497;I;373;96-497;Mikołów;;96-497;Mikołów;5;116;
1334;Michal;Batorowicz;Politechnika Królewska;10;Świętochłowice 38-932;I;1287;38-932;Świętochłowice;;38-932;Świętochłowice;3;183;
1335;Aleksandra;Piotrowska;Politechnika Informatyczno-Elektroniczna;10;Lublin 79-726;I;1210;79-726;Lublin;;79-726;Lublin;2;103;
1336;Jaroslaw;Matusz;Wyższa Szkoła Techniczna;10;Rybnik 24-983;V;2156;24-983;Rybnik;;24-983;Rybnik;10;158;
1337;Krystyna;Zukowska;Politechnika Królewska;10;Grudziądz 43-210;I;1150;43-210;Grudziądz;;43-210;Grudziądz;3;49;
1338;Witold;Witkowski;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;II;2162;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
1339;Edward;Balowski;Uniwersytet Królewski;10;Rabka 30-698;I;1187;30-698;Rabka;;30-698;Rabka;5;152;
1340;Jan;Wilczek;Politechnika Informatyczno-Elektroniczna;10;Kuźnia Raciborska 78-122;I;1387;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;2;94;
1341;Krystian;Szatylowicz;Uniwersytet Pedagogiczny;10;Radom 43-586;V;2564;43-586;Radom;;43-586;Radom;7;154;
1342;Ewelina;Paca;Politechnika Królewska;10;Nałęczów 83-630;I;350;83-630;Nałęczów;;83-630;Nałęczów;3;123;
1343;Adam;Piotrowski;Uniwersytet Sportu i Turystyki;10;Bochnia 89-362;V;3121;89-362;Bochnia;;89-362;Bochnia;9;12;
1344;Anna;Rolek;Politechnika Informatyczno-Elektroniczna;10;Tarnów 87-348;II;615;87-348;Tarnów;;87-348;Tarnów;2;187;
1345;Grzegorz;Kalamar;Uniwersytet Królewski;10;Miechów 47-553;II;412;47-553;Miechów;;47-553;Miechów;5;111;
1346;Jan;Witaj;Uniwersytet Królewski;10;Aleksandrow Kujawski 53-614;I;400;53-614;Aleksandrow Kujawski;;53-614;Aleksandrow Kujawski;5;1;
1347;Magdalena;Antos;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;I;430;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
1348;Joanna;Wasowicz;Uniwersytet Królewski;10;Białaszewo 56-545;I;757;56-545;Białaszewo;;56-545;Białaszewo;5;9;
1349;Przemyslaw;Dobrzynski;Uniwersytet Pedagogiczny;10;Jędrzejów 62-049;I;2648;62-049;Jędrzejów;;62-049;Jędrzejów;7;66;
1350;Piotr;Kisielewicz;Politechnika Królewska;10;Zgorzelec 79-972;I;3026;79-972;Zgorzelec;;79-972;Zgorzelec;3;216;
1351;Jerzy;Banan;Politechnika Królewska;10;Będzin 69-501;I;1463;69-501;Będzin;;69-501;Będzin;3;7;
1352;Rafal;Blocki;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;I;2425;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
1353;Bartosz;Bek;Uniwersytet Królewski;10;Tarnów 87-348;I;669;87-348;Tarnów;;87-348;Tarnów;5;187;
1354;Piotr;Bentkowski;Uniwersytet Królewski;10;Siewierz 65-885;I;2587;65-885;Siewierz;;65-885;Siewierz;5;164;
1355;Bernard;Kregiel;Politechnika Informatyczno-Elektroniczna;10;Rzeszów 89-735;I;2289;89-735;Rzeszów;;89-735;Rzeszów;2;159;
1356;Malgorzata;Cichawa;Uniwersytet Królewski;10;Długopole-Zdrój 07-772;II;1949;07-772;Długopole-Zdrój;;07-772;Długopole-Zdrój;5;33;
1357;Danuta;Pietruszka;Uniwersytet Ekonomiczny;10;Istebna 22-654;I;918;22-654;Istebna;;22-654;Istebna;4;56;
1358;Andrzej;Korzeniewski;Politechnika Informatyczno-Elektroniczna;10;Siemianowice Sląskie 09-006;I;3116;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;2;162;
1359;Zofia;Bakus;Uniwersytet Królewski;10;Kielce 04-274;II;945;04-274;Kielce;;04-274;Kielce;5;75;
1360;Miron;Symanski;Uniwersytet Ekonomiczny;10;Nowy Targ 84-043;V;3075;84-043;Nowy Targ;;84-043;Nowy Targ;4;125;
1361;Witold;Kornacki;Politechnika Królewska;10;Mikołów 96-497;I;2770;96-497;Mikołów;;96-497;Mikołów;3;116;
1362;Mikolaj;Grochalski;Akademia Sztuk Pięknych;#N/D;Tarnobrzeg 85-266;I;1047;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;1;185;
1363;Marcin;Walczak;Uniwersytet Królewski;10;Wadowice 47-222;V;2063;47-222;Wadowice;;47-222;Wadowice;5;195;
1364;Jacek;Rynkiewicz;Politechnika Królewska;10;Sanok 71-890;I;1578;71-890;Sanok;;71-890;Sanok;3;160;
1365;Marcin;Janeczek;Politechnika Informatyczno-Elektroniczna;10;Pyrzowice 49-345;IV;628;49-345;Pyrzowice;;49-345;Pyrzowice;2;150;
1366;Halina;Bajerek;Politechnika Królewska;10;Bielsk Podlaski 96-087;I;2047;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;3;11;
1367;Dominik;Zelechowski;Uniwersytet Pedagogiczny;10;Pilica 15-308;I;2926;15-308;Pilica;;15-308;Pilica;7;139;
1368;Antoni;Buchalterz;Politechnika Informatyczno-Elektroniczna;10;Nowy Targ 84-043;III;1308;84-043;Nowy Targ;;84-043;Nowy Targ;2;125;
1369;Joanna;Majeczek;Politechnika Informatyczno-Elektroniczna;10;Gliwice 11-608;I;3060;11-608;Gliwice;;11-608;Gliwice;2;43;
1370;Patrycja;Majka;Uniwersytet Sportu i Turystyki;10;Świętochłowice 38-932;I;783;38-932;Świętochłowice;;38-932;Świętochłowice;9;183;
1371;Bronislawa;Zwozniak;Politechnika Informatyczno-Elektroniczna;10;Tworóg 62-560;III;2009;62-560;Tworóg;;62-560;Tworóg;2;192;
1372;Lukasz;Ostrobramski;Politechnika Informatyczno-Elektroniczna;10;Tarnów 87-348;II;2376;87-348;Tarnów;;87-348;Tarnów;2;187;
1373;Piotr;Baranski;Politechnika Informatyczno-Elektroniczna;10;Krosno 80-338;I;2861;80-338;Krosno;;80-338;Krosno;2;89;
1374;Barbara;Kaczmarek;Politechnika Informatyczno-Elektroniczna;10;Krosno 80-338;II;2792;80-338;Krosno;;80-338;Krosno;2;89;
1375;Adam;Warka;Politechnika Królewska;10;Rzeszów 89-735;II;1217;89-735;Rzeszów;;89-735;Rzeszów;3;159;
1376;Ewa;Pustelnik;Akademia Sztuk Pięknych;#N/D;Trzebinia 26-607;I;1449;26-607;Trzebinia;;26-607;Trzebinia;1;191;
1377;Jerzy;Soplica;Uniwersytet Ekonomiczny;10;Dobre Miasto 52-964;I;2472;52-964;Dobre Miasto;;52-964;Dobre Miasto;4;35;
1378;Wojciech;Kaminski;Uniwersytet Królewski;10;Trzebinia 26-607;V;587;26-607;Trzebinia;;26-607;Trzebinia;5;191;
1379;Boguslawa;Sawicka;Uniwersytet Ekonomiczny;10;Bielsk Podlaski 96-087;V;2168;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;4;11;
1380;Wincenty;Pohorecki;Uniwersytet Muzyczny;10;Pyrzowice 49-345;II;1619;49-345;Pyrzowice;;49-345;Pyrzowice;6;150;
1381;Maciej;Proniewicz;Politechnika Informatyczno-Elektroniczna;10;Sucha Beskidzka 98-902;III;1252;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;2;173;
1382;Wislawa;Slonina;Politechnika Królewska;10;Krapkowice 94-560;IV;2012;94-560;Krapkowice;;94-560;Krapkowice;3;87;
1383;Danuta;Krak;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;I;2171;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
1384;Janusz;Wrobel;Uniwersytet Królewski;10;Świętochłowice 38-932;V;3234;38-932;Świętochłowice;;38-932;Świętochłowice;5;183;
1385;Marek;Poludniak;Uniwersytet Rolniczy;10;Piechowice 57-943;V;1569;57-943;Piechowice;;57-943;Piechowice;8;137;
1386;Hanna;Karska;Uniwersytet Królewski;10;Puławy 66-219;I;1912;66-219;Puławy;;66-219;Puławy;5;149;
1387;Patrycja;Dona;Politechnika Królewska;10;Sośnicowice 15-658;I;2571;15-658;Sośnicowice;;15-658;Sośnicowice;3;171;
1388;Szymon;Kulik;Akademia Sztuk Pięknych;#N/D;Bochnia 89-362;I;834;89-362;Bochnia;;89-362;Bochnia;1;12;
1389;Sonia;Kozubik;Uniwersytet Królewski;10;Ustroń 51-637;I;768;51-637;Ustroń;;51-637;Ustroń;5;194;
1390;Mikolaj;Mela;Uniwersytet Królewski;10;Limanowa 65-385;III;2192;65-385;Limanowa;;65-385;Limanowa;5;100;
1391;Ewelina;Rykala;Politechnika Królewska;10;Gierałtowice 04-834;I;1236;04-834;Gierałtowice;;04-834;Gierałtowice;3;42;
1392;Jedrzej;Banas;Uniwersytet Królewski;10;Krzeszowice 91-488;V;2002;91-488;Krzeszowice;;91-488;Krzeszowice;5;91;
1393;Beata;Myrcik;Uniwersytet Królewski;10;Sosnowiec 14-721;III;2330;14-721;Sosnowiec;;14-721;Sosnowiec;5;170;
1394;Anna;Ostrowska;Uniwersytet Królewski;10;Kielce 04-274;I;622;04-274;Kielce;;04-274;Kielce;5;75;
1395;Henryka;Blizna;Uniwersytet Pedagogiczny;10;Świętochłowice 38-932;II;3006;38-932;Świętochłowice;;38-932;Świętochłowice;7;183;
